userName,score,at,content,Day,Month,Year,Hour,Minute,Sec
Panji Ade sukma,1,2024-07-28 11:13:22,Aplikasi dah keliatan tidak peduli kepada customer..itu saya tidak tau dengan investasi bukareksa dan saya hanya salah menyetujui pembelian saja tapi saya coba untuk menarik saldo ke rekening saja sampai 3 hari Belum juga di proses di coba tanya ke email yang balas bot apaan tuh parah itu pun cuma nominal 40rbu gile,28,7,2024,11,13,22
Muhammad Roby,3,2024-07-28 09:46:59,"Saya mengalami masalah dengan adanya transaksi yang tidak di ketahui melalui akun dana saya ,apakah uang saya bisa kembali jika saya melaporkan",28,7,2024,9,46,59
Ardy Pranata,1,2024-07-28 07:29:32,Ini gimana sih limit paylater gak bisa dipake bli pulsa,28,7,2024,7,29,32
Heri herdian,5,2024-07-28 07:17:51,"Payletter gangguan terus niehh , kecewaa",28,7,2024,7,17,51
Ayun Sihombing,2,2024-07-28 05:29:44,Gak order gak apa saldo abis di sedot,28,7,2024,5,29,44
Pendi Supendi,5,2024-07-27 23:49:10,Sellu tingkqtkn plynan,27,7,2024,23,49,10
Cici Bali,5,2024-07-27 16:47:49,Belnja d bukalapak sngat memuaskan,27,7,2024,16,47,49
Tri Agusandi,5,2024-07-27 15:49:58,"Bnyak, manfaat",27,7,2024,15,49,58
Maulidya Devita,1,2024-07-27 15:43:00,"Kacau parah nih bukalapak, dulu saya seneng bgt loh jualan disini ,ntah kenapa pdahal gak melanggar apapun , toko di bekukan sepihak , udh verifikasi KYC , TETEP AKUN DIBEKUKAN , Alhamdulillah sih udah ketarik semua saldonya , .. Fitur bantuan jg gak ada LIVE CHAT, cuma artikel2 gak jelas!!! Gimaa org mau minta bantuan coba ,Dagang di BL gabisa ,tapi mau hapus akun pun di persulit, gajelas bgt nih aplikasi, kecewa!!!!!!!!",27,7,2024,15,43,0
Abdul Rosyid,5,2024-07-27 15:33:46,Ok👍👍👍,27,7,2024,15,33,46
mamed B,1,2024-07-27 11:09:17,Kredivo paylater sudah tidak bisa di gunakan tolong di hapus aja drpd bikin kecewa,27,7,2024,11,9,17
senja merah,1,2024-07-27 10:52:46,"sistem buruk, foto KTP untuk perubahan nomor telepon selalu gagal, kacauuuu",27,7,2024,10,52,46
Maulana Maulana,1,2024-07-27 09:01:43,"Bukalapak bukan nya semakin maju malah semakin menurut fitur nya,sekarang tidak ada limit pinjaman apapun pada aplikasinya",27,7,2024,9,1,43
Aditi rangga,1,2024-07-27 03:24:53,"Pengiriman lambat, udah check out malah di undur dan gabisa di cancel. Aplikasih sampah dasar payah👎",27,7,2024,3,24,53
D E Noran Sitio,1,2024-07-27 02:24:02,Bangkrut kah? Paylater ngga bisa digunain??? Hampir 2 bln. Dalam Perbaikan sistem........sueeeeee,27,7,2024,2,24,2
Budi Dwi Haryanto,5,2024-07-27 01:13:58,"Kalau beli paket data, pas masukin no kartu, validasi nya kelewat cepat, masuk no kartu belum selesai udah dibilang ""no. Tidak valid"". Walhasil harus ketuk texbox lagi utk munculkan lagi papan ketik... Mungkin bisa diperbaiki aplikasi nya agar lebih nyaman dipakai.",27,7,2024,1,13,58
Mid May,1,2024-07-26 18:37:22,Toko online paling ribet .... Masa gk ada pembayaran cod ...,26,7,2024,18,37,22
Hen Hen,1,2024-07-26 16:30:41,Bukalapak sudah mulai tidak mematuhi peraturan ojk..saya akan melaporkan ke ojk dan menkominfo..karena bukalapak kerja sama dengan penjual chip dan blokir permanent aplikasi ini,26,7,2024,16,30,41
Hasbunallah Waniimalwakil,5,2024-07-26 13:04:48,Mantap deh pokok nya respon cepat,26,7,2024,13,4,48
Nur Apriyanti,4,2024-07-26 12:22:25,"ANJIING nih aplikasi,,saldo DANA GUA OTOMATIS DI POTONG KE BUKALLAPAK BANGSAAT,,,TAIII ANJIING",26,7,2024,12,22,25
Mik 95,5,2024-07-26 12:13:16,Siipp,26,7,2024,12,13,16
Bapak Kembar Rich,5,2024-07-26 10:42:44,Kasih bintang 5 dech siapa tau rame kaya dulu. 6bulan ga ada order satupun Masih ada pengguna kaga ya😅😅😅,26,7,2024,10,42,44
Junior Lita,1,2024-07-26 09:36:29,"Saldonya sudah tidak bisa di pakai , pengembalian uang ke akun dana tidak bisa lagi",26,7,2024,9,36,29
Hariyanto gamingl,1,2024-07-26 07:08:44,Burúk,26,7,2024,7,8,44
andre ardiansah,5,2024-07-26 06:34:57,"Sangat membantu dalam pembayaran online , dan juga bnyak fitur yang bisa di gunakan",26,7,2024,6,34,57
Arvino Pulungan,1,2024-07-26 05:05:44,Apanya saya gak ada mesan malah di potong uang saya di dana apa apaanya,26,7,2024,5,5,44
Aan Praja,5,2024-07-26 04:46:02,Terimakasih atas bantuan nya buka lapak yng telah membuka pembelian untuk pelatihan prakerja..Lpk KARTIKA..,26,7,2024,4,46,2
Paunx Boled,5,2024-07-26 03:38:03,Ok,26,7,2024,3,38,3
Aqsho Shop,3,2024-07-26 00:56:59,"Beli pelatihan pra kerja,sdh berhasil dibayar,kupon gak ada. Notif:dlm perbaikan sistem. Komplai di aplikasi,tak ditanggapi. Tp klo utk fitur lainnya,lumayan!",26,7,2024,0,56,59
Moch Zaenuri,5,2024-07-25 23:26:10,okee top,25,7,2024,23,26,10
atep bungsu,1,2024-07-25 20:22:30,aplikasi parah tiba bertransaksi yang saya tidak kenal tujuan transper tanpa sepengetahuan saya aplikasi tolol,25,7,2024,20,22,30
Andi Nursamsi,5,2024-07-25 20:08:52,terimakasih,25,7,2024,20,8,52
Acil Sikumbang,1,2024-07-25 18:40:12,"Udah lama gak buka app ini, sempat diuninstal jg, baru nginstal lagi pakai akun lama, akunnya sudah dinonaktifkan. Padahal ada bbrapa yang masih bisa diduitin di akun lama saya. Buruk sekali. Terpaksa uninstal lagi. Setia di apps orange lah.",25,7,2024,18,40,12
Dore Januar,1,2024-07-25 15:22:06,Paylater gak bisa di gunakan lagi....bangkrut ...sudah tidak minat pakai bukalapak,25,7,2024,15,22,6
ali yusuf,5,2024-07-25 14:06:40,Memuaskan belanja di bukalapak. Sangat sangat membantu. Terima kasih,25,7,2024,14,6,40
Noviyanto Pratama,1,2024-07-25 13:16:05,Buat jadi pelapak susah bener tanya ma cs jawabnya kaya bocah ditanya ngawur ngidul,25,7,2024,13,16,5
Zaini Fly,5,2024-07-25 09:20:01,Cocok dan nyaman aja belanja disini,25,7,2024,9,20,1
Zoelkarnaini Lion (Zoel),5,2024-07-25 06:19:58,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,25,7,2024,6,19,58
Sulhan Dedek,5,2024-07-25 06:11:06,Gooood barang nyampai ke pembeli,25,7,2024,6,11,6
Rudi Shidiiq,5,2024-07-25 05:29:26,Bagusssss,25,7,2024,5,29,26
zainal achmad,1,2024-07-25 05:28:27,"Ada masalah, tidak ada solusi real & CS Buka bantuan minim attitude. Solusi belum ada customer sudah diputus",25,7,2024,5,28,27
abu yakin,1,2024-07-25 04:37:58,"Banyak penipuan, giliran ajukan komplain admin nya hilang gk jelas harus hubungi kemana",25,7,2024,4,37,58
Ade Arya,5,2024-07-25 03:09:24,Semuanya bagus,25,7,2024,3,9,24
Amin Bintang,5,2024-07-25 00:49:52,Lumayan bisa digunakan,25,7,2024,0,49,52
Muez90 El,1,2024-07-24 20:21:37,"Sudah 1 bulan ini refaud belum masuk ke akun DANA. Sangat kecewa duitnya hilang begitu saja. Udah di cek beberapa kali sama sekali tidak ada refaud/pengembalian dana. Semakin buruk di marketplace 1 ini. Vocer"" juga udah gk ada",24,7,2024,20,21,37
Muhammad Sutikno,2,2024-07-24 16:39:17,Gak bisa msuk aneh,24,7,2024,16,39,17
Yugindar Abo,5,2024-07-24 16:37:43,Ok,24,7,2024,16,37,43
Muhamad Ilham,1,2024-07-24 14:13:43,Limit gabisa dipakai lagi padahal belum pernah telat bayar,24,7,2024,14,13,43
Sahrul Chanel27,3,2024-07-24 14:00:37,"Udah 3 bulan akhir "" paylater Bukalapak tidak bisa di pakai bahkan sampai hilang di saat ganti di metode pembayaran tidak ada pembayaran pakai paylater Bukalapak..aneh nya di profil ada limit 500k aneh kecewa tau gini kaga gua lunasin dlu paylater nya",24,7,2024,14,0,37
Maulana 1980,1,2024-07-24 12:41:19,"Uninstal,,udah tidak ada manfaatnya,,paylater sudah tidak bisa di pakai lagi.",24,7,2024,12,41,19
Nikko Wijaya,1,2024-07-24 12:18:36,produk digital sudah diblokir...unistall...bye BL ...bentar lagi anda akan tutup...,24,7,2024,12,18,36
Rezer Wahyudi,1,2024-07-24 07:53:53,Buat apa ada kredivo paylater di Bukalapak kl g bs belanja!!,24,7,2024,7,53,53
Ray Munchen,1,2024-07-24 07:28:44,"Aplikasi paling buruk, buat seller mending Shopee, tokped, tiktok, sama lazada, mau tambah produk di batasin🤣 kaya aplikasi dia udh oke aja, aplikasi ga mau modal cuma seller yg di suruh bikin iklan🤣",24,7,2024,7,28,44
Budiono Diono,5,2024-07-24 06:53:53,Sangat lancar pembayaran lewat bukalapk,24,7,2024,6,53,53
Yoga Kristiawan,5,2024-07-24 06:14:31,Mantap bukalapak,24,7,2024,6,14,31
Sugar Glaidder,2,2024-07-24 05:47:54,Sebagai pembeli sering dirugikan 2kali ongkir saat return barang..padahal sebab return barang dikarenakan kesalahan penjual..baik sengaja/tidak... Ini bisa jadi celah..penjual seanaknya kirim barang.. Mohon BL khususnya bisa memperbaiki fitur/layanan agar pembeli tak merasa dirugikan. Istilahnya..bisa jadi pembeli tak untung malang buntung.,24,7,2024,5,47,54
Missia Oktora,1,2024-07-24 05:43:01,"Mau tanya dunk, apa masih ada yg transaksi jual beli di Bukalapak ?😂",24,7,2024,5,43,1
sugeng riadi,5,2024-07-24 05:07:06,👍🙏,24,7,2024,5,7,6
Dody Hartadi,5,2024-07-24 04:44:41,menyenangkan belanja di Bukalapak,24,7,2024,4,44,41
Mamat Arbi,5,2024-07-24 02:47:34,Bukalapak di majalengka Jawabarat sudah bayak yang mengunakan... Kurir nya harus punya yang cepat... Ke daerah sukajadi lemah sugih pengiriman masih aga lama. Kalau bisa kurir khusus buka lapak..,24,7,2024,2,47,34
Ejo Kadai,1,2024-07-24 02:02:59,paylater sekarang gak bisa,24,7,2024,2,2,59
Muhamad Taufik,5,2024-07-24 01:22:52,Bukalapak nih guys... 👍👍👍,24,7,2024,1,22,52
Kamaludin Dwijaya,5,2024-07-24 00:04:38,Buka lapak okeh blehh,24,7,2024,0,4,38
dolay libra,5,2024-07-23 18:37:06,Bagus,23,7,2024,18,37,6
Naufal Kenzie,5,2024-07-23 14:53:22,Tak ada yg tak bisa tanpa bukalapak,23,7,2024,14,53,22
Firdy Yahya,5,2024-07-23 14:17:43,Top,23,7,2024,14,17,43
Bar Album,5,2024-07-23 13:17:05,Awesome,23,7,2024,13,17,5
Viaholiah Holiah,4,2024-07-23 11:30:48,Sangat puas sekali,23,7,2024,11,30,48
Ocid Baee,1,2024-07-23 11:09:54,bagus,23,7,2024,11,9,54
Goklas John Wesley,1,2024-07-23 10:47:00,"JANGAN PAKAI APLIKASI INI, SALDO GW UDH BNYK NYANGKUT. COMPLAIN SUSAH",23,7,2024,10,47,0
Ultras bianconero (Iponks),5,2024-07-23 10:34:24,Selama ini belanja aman2 aja,23,7,2024,10,34,24
Didi Afandi,5,2024-07-23 09:47:30,Min susah log in,23,7,2024,9,47,30
Simple Deck,1,2024-07-23 09:29:47,Setelah update malah maikn tolol,23,7,2024,9,29,47
Azhar Ripandi,5,2024-07-23 09:22:21,"Bagus, sudah pakai dari dulu",23,7,2024,9,22,21
Eko Yanto,3,2024-07-23 09:00:29,Kanapa paylater gk bisa dipilih sebagai pembayaran ya,23,7,2024,9,0,29
Fajar Risman,5,2024-07-23 08:06:20,Bagus,23,7,2024,8,6,20
Kifadi Kifadi,1,2024-07-23 06:33:53,Saya mau komplain kmna lg knp buka lapak tdak olshop lain yg lgsung bsa berbicara dngan csny barang sya dtahan d j&t sudah 12hri brang g sampai2 ya x sya byar tgihan tp brang lom sampai2 klo memang sistemny bruk knp g tutup aj,23,7,2024,6,33,53
Wahyu Akbar,1,2024-07-23 06:19:41,Saldo buka dompet di bekukan tanpa ada masalah yang jelas..,23,7,2024,6,19,41
fani irawan,1,2024-07-23 06:08:16,Sudah bayar lunas malah ga bisa dipake pay latter nya aplikasi aneh,23,7,2024,6,8,16
egi prabowo putra,1,2024-07-23 05:07:20,Jir udah 4 bulan pske paylater lancar2 tapi tdi sya byar japo tgl 12 pas mau di ajuin ga bisa bacan metode pembayaran ini tidak bisa di gunakan heran bulan kemaren smpe japo baru byar di telpon cs nya jga pas habis bayar ajuin lagi bisa lah ini tumben2an ga bisa eror ap gmna hbis di update tadi pagi apes apes,23,7,2024,5,7,20
Taopik Hidayat,1,2024-07-22 23:42:31,Mau sambungkan Dana aja gabisa2 padhal PIN udah bener 👎,22,7,2024,23,42,31
Mohammad Surip,5,2024-07-22 22:01:43,Buka lapak wokeeee,22,7,2024,22,1,43
adisswar,1,2024-07-22 20:29:45,Banyak penipuan,22,7,2024,20,29,45
Nanik Sudarwati,5,2024-07-22 19:55:56,Bagus aplikasinya,22,7,2024,19,55,56
ARM AUTO SET COVER,1,2024-07-22 18:18:26,Sampah,22,7,2024,18,18,26
Dav id,5,2024-07-22 17:24:04,Halo halo akun saya kenapa dinonaktifkan....mohon bantuan,22,7,2024,17,24,4
Yudhi Setiawan,5,2024-07-22 16:20:19,Hapus Sistem COD supaya Kurir gak Jadi Sasaran Paket di Buka gak sesuai dan consumen gak bayar..,22,7,2024,16,20,19
aris kecil,5,2024-07-22 15:54:51,Sangat membatu pelatihan. Nya makasi bukalapa,22,7,2024,15,54,51
asep setiajaya,1,2024-07-22 15:05:21,E-Commerce paling sering Update. gimana gak pada di UNINSTAL sama orang2.,22,7,2024,15,5,21
Nanonano Lolipop,5,2024-07-22 15:01:41,Ok banget,22,7,2024,15,1,41
Julmiadi,1,2024-07-22 14:43:50,payleter gak bisa di pake lagi,22,7,2024,14,43,50
Laras Whisanty Official,5,2024-07-22 13:49:14,Produk2 yg lengkap,22,7,2024,13,49,14
Link pasar bunder Bunder,5,2024-07-22 12:51:04,Smoga sukses trus,22,7,2024,12,51,4
Tika Marliyana,5,2024-07-22 12:28:35,Kok badai uangnya ga bisa padahal udah diperbarui,22,7,2024,12,28,35
Diyah ayu Nurjanah,5,2024-07-22 09:36:29,Mantap dan mudah,22,7,2024,9,36,29
Dani Firman,1,2024-07-22 06:05:22,Bukalapak tolong ya seller mau tarik hasil penjualan kok lama banget msk ke seller berjam2 loh????? Perbaiki donk ini sistem Bukalapak Toko sebelah narik hasil penjualan sebentaran udh msk Ini kok lama?????,22,7,2024,6,5,22
Sufii Cahaya,5,2024-07-22 05:34:28,Gak salah blanja di buka lapak pokok nya puas,22,7,2024,5,34,28
Re Ggi,5,2024-07-22 04:44:23,Mntabzzz,22,7,2024,4,44,23
Dirman Buyung,2,2024-07-22 04:18:14,"Apk ini suda mencuri uang saya di apk dana . saya,,jumlah uang yg di curi rp seratus 51rb",22,7,2024,4,18,14
Syaiful Anwar,5,2024-07-22 03:14:56,Memuaskan,22,7,2024,3,14,56
budhi hanjaya,5,2024-07-22 02:08:23,"Selalu puas belanja disini, pelapaknya jg mantap2...tinggal banyakin gratis ongkir boss kayak lapak sebelah, pokoknya 👍👍👍",22,7,2024,2,8,23
nur holis majid (majid),1,2024-07-22 00:14:10,"Aplikasinya bobrok, login aja ga becus",22,7,2024,0,14,10
Fandi Indarto,4,2024-07-21 23:49:52,Saya sudah bayar wifi indihome status Dibayar tapi masih PROSES melulu ga ada keterangan apapun refond atau bgmna ..kecewa dihubungi susahnya minta ampun cs nya,21,7,2024,23,49,52
jayus aedy,1,2024-07-21 17:40:32,"Gila ni toko fee penghasilan nya. Jual barang 2,5jt di potong 200rb sisa 2,3jt yg masuk saldo... Ga jd untung malah rugi klo gini...kapokkkkklkkkkkk ga sudi jualan lg di bukalapak...",21,7,2024,17,40,32
Sabdar Hutajulu,1,2024-07-21 16:22:30,Makin gak jelas,21,7,2024,16,22,30
Tia Fia ajah,2,2024-07-21 15:44:05,Kurang promo .. gak ada diskon.. ongkir dan voucher lain nyaa,21,7,2024,15,44,5
mangzenggot jenggot,5,2024-07-21 14:40:32,Sangat membantu sekali..mempermudah dalam pekerjaan sy txs.BL sukses selalu..jaga kinerja nya.....,21,7,2024,14,40,32
Jemani Lilis,5,2024-07-21 14:24:58,baik,21,7,2024,14,24,58
Apri liya,1,2024-07-21 12:56:44,Aplikasi sialan dari kemaren verifikasi dana GK bisa2,21,7,2024,12,56,44
Ali Sidik,5,2024-07-21 11:18:04,"Cocok belanja di bukalapak barangnya sesuai dengan yg di inginkan, serta pembayarannya mudah.",21,7,2024,11,18,4
Gery Arisandy,1,2024-07-21 09:53:45,Keamanan data pengguna kurang baik. Data email bocor di drak web lewat aplikasi ini. Tolong untuk keamanan data pengguna di tingkat lagi.,21,7,2024,9,53,45
Akang Rudi,5,2024-07-21 09:48:48,Kak tidak bisa mendaftar dan login bantuan dong lewat email,21,7,2024,9,48,48
Yoga,1,2024-07-21 08:58:45,Uninstall bukalapak krn paylater pake kredivo.. paylater paling rumit seantero jagad.. di tolak langsung di ban 3 bulan..,21,7,2024,8,58,45
Fajar risman,1,2024-07-21 08:05:09,"Kredivo nya ga bisa di pake , uninstal masal yo kawan2",21,7,2024,8,5,9
Nara yana,5,2024-07-21 05:02:34,apk yg sangant bagus,21,7,2024,5,2,34
Kucai Klep,1,2024-07-21 04:52:31,"Baru update malah gak bisa tukar email ataupun tukar nomor hp, perbaiki dlu",21,7,2024,4,52,31
Ibrahim Algazali,5,2024-07-21 01:39:44,rekomendasi,21,7,2024,1,39,44
Tutti Kurniati,1,2024-07-20 23:51:28,"Isi E-toll dari tanggal 17 Juli 2024 sampe hari ini 21 Juli 2024 ga berhasil, status DIPROSES udah wa ke CS jawaban tunggu2 terus dari kemarin, minta balik saldo juga ga ada tuh progressnya, tolong ini saya pengguna lama loh, kecewa banget🤬, buat yg jualan mending mikir dulu dah, rugi kalo begini, nama baik warung kita juga jadi jelek kalo gini👎🤬",20,7,2024,23,51,28
Desmaria Nathalie,5,2024-07-20 22:43:54,Aplikasi saya knp ga bisa di update ya,20,7,2024,22,43,54
Rifki Mario,5,2024-07-20 20:27:37,Bagus,20,7,2024,20,27,37
Hana rosyana,1,2024-07-20 17:14:28,Pedagang nya sering membatalkan pesanan secara sepihak dan menaikkan harga dgn alasan harga belum di-update dan kalo di chat pedagang nya banyak yg tidak ramah,20,7,2024,17,14,28
Aris Sugianto,4,2024-07-20 16:26:26,Ongkir mahal,20,7,2024,16,26,26
Sri Wahyuni,5,2024-07-20 14:55:39,Mudah bagus dan mantap,20,7,2024,14,55,39
OKKA Dkv,1,2024-07-20 14:33:55,Parahhh...,20,7,2024,14,33,55
Avatar NetGB,5,2024-07-20 13:36:54,Good,20,7,2024,13,36,54
Rafiq Maushul,1,2024-07-20 08:08:19,"Jelek sekali, saya punya saldo dibukalpak tapi tidak bisa dicairkan ke rekening, keterangannya proses tapi gabisa bisa",20,7,2024,8,8,19
Andi Jr,5,2024-07-20 07:27:38,oke,20,7,2024,7,27,38
Piex,5,2024-07-20 06:00:23,Saya suka belanja di BL,20,7,2024,6,0,23
Iphoenx's Gaok,5,2024-07-20 05:37:03,"Ok deh, keren",20,7,2024,5,37,3
Sujatmiko Oplet,5,2024-07-20 05:26:22,Paling terbaikkkkkk,20,7,2024,5,26,22
mega store,5,2024-07-20 04:46:58,memang ok,20,7,2024,4,46,58
Ibnu AQiL,4,2024-07-20 04:09:43,Pelit gratis ongkir,20,7,2024,4,9,43
made widiadnyana,5,2024-07-20 03:57:45,bagus,20,7,2024,3,57,45
Sie Ki Cung Sie Ki Cung,5,2024-07-20 02:49:46,Good,20,7,2024,2,49,46
Acil Kocil,1,2024-07-20 02:30:11,"JEMBUT, MAU GANTI NO HP SUSAH BANGT, PADAHAK UDH KIRIM DATA KTP + SELFI MSH DI TOLAK ASTAGA",20,7,2024,2,30,11
Rsstu Fadillah,1,2024-07-20 02:17:57,"Aplikasi sialan, limit paylatter sudah besar sering dipake untuk usaha, skrg malah gabisa dipake lagi, parah emang giliran limit sudah besar malah di bekukan, telasoooi",20,7,2024,2,17,57
Muhammad Masda febryan,5,2024-07-20 01:32:36,Sampai hari ini saya masih menggunakan app ini karena barang yang di jual selalu sesuai dengan apa yang di pesan..,20,7,2024,1,32,36
arya story 24,3,2024-07-19 19:53:25,tolong payltery d akhtifin lagi tempo g pernah telat malah d offfin bego,19,7,2024,19,53,25
Lukman 2018,5,2024-07-19 14:31:54,Mantap,19,7,2024,14,31,54
Jun Aidi,5,2024-07-19 13:54:44,"Ada pembaruan update, akun email ku gak bisa login sampai sekarang",19,7,2024,13,54,44
Lazada Part04,1,2024-07-19 08:52:18,"Kenapa akun saya keluar terus dan tidak bisa login, ini kenapa aplikasi nya makin buruk aja",19,7,2024,8,52,18
Lai. Yahya,1,2024-07-19 06:52:26,"aplikasi gak jelas, main hapus akun orang saja.!!!",19,7,2024,6,52,26
Arif Rizal,5,2024-07-19 05:36:02,thanks buka lapak,19,7,2024,5,36,2
Tukimen nn,1,2024-07-19 01:43:19,"Aplikasi ga jelas uang saya 2jt di colong padahal ga pesen apa""",19,7,2024,1,43,19
BANK BRI (Persero Tbk),5,2024-07-18 22:22:07,tolong dihilangkan pembekuan. kenapa saldo lebih 5 juta selalu dibekukan.,18,7,2024,22,22,7
Ajat Kosasih,5,2024-07-18 16:05:32,Paylater agar dapat digunakan kembali,18,7,2024,16,5,32
Budi Habibi,1,2024-07-18 14:19:46,Cukup merepotkan,18,7,2024,14,19,46
Inaya Rahman,3,2024-07-18 14:08:33,Selamat anda mendapatkan vocer paylater 500rb.. Notif gitu terus bisa dipake juga kaga paylater kredivonya ampun dah ganguan sistem apa gangguan saraf nih udah hampir sebulan kaga bisa dipake.,18,7,2024,14,8,33
Cikal Fals,4,2024-07-18 11:25:27,Semoga bisa dpet rezeki lewat bukalapak,18,7,2024,11,25,27
Yayan Taryana,5,2024-07-18 11:04:48,Mantappppp,18,7,2024,11,4,48
wirdaangel@gmail.com waris,3,2024-07-18 10:45:52,Sebelum di perbaharui saldo mitra buka lapakku jg ada di apk buka lapak sekaran g saldo di mitra Bukalapak tidak tercantum di apk bukalapak itu knp yah,18,7,2024,10,45,52
Infi Nix,4,2024-07-18 10:25:30,Ongkir di BL mahal,18,7,2024,10,25,30
Nur Baeti,5,2024-07-18 07:32:45,"Apa kabar bukalapak..? saya sudah membayar tagihan dengan lunas dan aplikasinya juga sudah saya hapus, tapi kenapa saya masih dapat tagihan dengan ancaman akan mendatangi rumah saya, utang cuma 140rb sudah berikut denda itupun sudah saya lunasi kenapa masih ada ancaman..",18,7,2024,7,32,45
DIMENSI KOMPUTER TELUK KUANTAN,5,2024-07-18 07:18:29,Ok,18,7,2024,7,18,29
Abraham Hutasoit,5,2024-07-18 05:32:36,Bagus terimakasih,18,7,2024,5,32,36
Ronggo Lawe,1,2024-07-18 04:33:57,"Aplikasi GK jelas,aku di kasih link Sama temen ku,niat nya mau belanja,udah buka link tersebut malah Gak mau muncul barang nya,tetep aja di beranda, seharusnya kan langsung otomatis menuju ke link tersebut. Trus TK cari in toko pelapak nya juga GK ada.tolong di perbaiki lah.",18,7,2024,4,33,57
Silver One,1,2024-07-18 04:00:22,"Mungkin ga jelas apknya,bknnya naik limit mlh ga BS di pakai LG limitnya,di uninstall aja,jualanya jg mahal mahal",18,7,2024,4,0,22
Astra elian,1,2024-07-18 03:01:09,Paylater tidak bisa dipakai,18,7,2024,3,1,9
merly susiadi,5,2024-07-18 02:05:00,Top,18,7,2024,2,5,0
yesy faisal,5,2024-07-18 01:43:48,Istimewa,18,7,2024,1,43,48
Rocks n Jewelry,1,2024-07-18 01:39:50,Pay letter sudah tidak bisa digunakan lagi.padahal aku pelanggan lamaaaaa.,18,7,2024,1,39,50
Pengguna Google,5,2024-07-18 01:22:09,Pengiriman cepat dan paking nya bagus dan rapih,18,7,2024,1,22,9
mochammad kasman,5,2024-07-17 23:59:20,Bagus,17,7,2024,23,59,20
G House TV,1,2024-07-17 23:23:05,"Busett data gw bisa ada di dark web, anjir anjir. Jangan download kalo data nya gamau bocor",17,7,2024,23,23,5
Customer Service,2,2024-07-17 16:26:56,"KENAPA SALDO BUKA LAPAK SAYA DIBEKUKAN DAN BAGAIMANA DENGAN UANG SAYA DI BUKALAPAK APA KAU AMAN , KPD PIHAK BUKALAPAK MOHON BANTUANNYA UNTUK DI BUKA BUKALAPAK SAYA YANG DI BEKUKAN",17,7,2024,16,26,56
Putut Prihanto Soekamto,1,2024-07-17 16:12:26,"bangkrut ya... kok ngajuin komplen susah bener... apa dah gak punya karyawan lagi... hadehhh... itu serbu seru bermasalah dapat kok di klik malah kadLuarsa parah. Status pengaduan ,komplen, bukabantian di nyalakan dong. bukan di kasih dRi tetimoni masalah orang lain... hadeh",17,7,2024,16,12,26
Geddeq N2,1,2024-07-17 14:34:21,"Respon Cs LAMBATT,",17,7,2024,14,34,21
Daud Yunus,2,2024-07-17 14:30:07,BUG REPORT NEW UPDATE 🥵🥵🥵 Anda tidak memiliki izin untuk mengakses halaman ini Why🧐 im old user 😓,17,7,2024,14,30,7
mella rayya,3,2024-07-17 11:52:25,"Iklan pop up nya ngeselin. Silakan beriklan, tapi kalo saya tekan tombol silang ya sewajarnya hilang iklannya. Bukannya malah kebuka iklannya.",17,7,2024,11,52,25
Onny Widiyayana,4,2024-07-17 11:42:00,"Mohon konfirmasi nya karena saya tidak bisa melakukan pembayaran Bukalapak paylater, keterangan pada apk sistem paylater sedang dalam gangguan...",17,7,2024,11,42,0
Jeremia Purba,5,2024-07-17 10:36:50,Apk yg sangat bagus,17,7,2024,10,36,50
Asep Maulana,3,2024-07-17 09:10:12,Mana voucher gratis ongkir nya haduhhhh gk adaaa..... Gmna mau belanja ongkirnya mahal voucher nya gk ada,17,7,2024,9,10,12
Karina Saffa,5,2024-07-17 06:16:26,Sangat membantu,17,7,2024,6,16,26
Dora Sylviana,5,2024-07-17 06:08:37,Semoga bertambah lancar aplikasinya,17,7,2024,6,8,37
Haerudi Dodi,4,2024-07-17 06:01:22,untuk top up/isi saldo bukalapaknya bermasalah...!,17,7,2024,6,1,22
harofik movic,5,2024-07-17 06:00:34,"Alhamdulillah, aplikasi belanja di buka lapak sangat membantu dan barangnya barangnya original dan memuaskan, di aplikasi lain tidak ada Alhamdulillah saya temukan barangnya di bukalapak, maju terus bukalapak, i love bukalapak.",17,7,2024,6,0,34
diablo,1,2024-07-17 04:29:42,"Olshop tipu"" Beli voucher game tapi ga ada kode redeemnya Minta bantuan adminnya suruh nunggu dalam antrian aja dari sejam Ga beres ini olshop",17,7,2024,4,29,42
Hayang Ngopi,1,2024-07-17 04:09:21,Bangkrut aja lu mending aplikasi lazada shopee dan toko pedia,17,7,2024,4,9,21
Jenita Maulidiyah,5,2024-07-17 03:48:44,Ok,17,7,2024,3,48,44
firmanto Achmad,5,2024-07-17 00:28:50,Membantu kebutuhan,17,7,2024,0,28,50
Azka Sholeha,1,2024-07-16 17:45:16,"Uang saya hilang begitu saja, 500,000 Apl,tidak bertanggung jawab,",16,7,2024,17,45,16
Khusaini Nur,5,2024-07-16 16:56:38,"See u later Bukalapak, akun saya hapus dikarenakan 1 atau beberapa hal yang jadi bahan pertimbangan. Thanks for all 🙏🙏🙏🙏",16,7,2024,16,56,38
Nama Depan,1,2024-07-16 16:50:32,"ongkir lu ngapa mahal amat sih,, dari dulu, tujuan ke kalbar. marketplace lain murah meriah, malahan ada yg ngasih ongkir 4000.",16,7,2024,16,50,32
